SerialNo,SaleId,ProductId,IsSaleOnTp,Quantity,Bonus,Price,DiscRatio1,DiscRatio2,STValue,STRatio,TTLValue,TTLSalestax,IsDeleted,Description
547,222,00032,True,120.000000000,0,810.0000,0.00,0.00,0.00,0.00,97200.00,0.00,False,
545,222,00040,True,13.000000000,0,13200.0000,0.00,0.00,0.00,0.00,171600.00,0.00,False,
548,222,00231,True,10.000000000,0,1440.0000,0.00,0.00,0.00,0.00,14400.00,0.00,False,
542,222,00262,True,1098.000000000,0,58.0000,0.00,0.00,0.00,0.00,63684.00,0.00,False,
552,223,00019,True,5.000000000,0,1848.0000,0.00,0.00,0.00,0.00,9240.00,0.00,False,
553,223,00020,True,25.000000000,0,154.0000,0.00,0.00,0.00,0.00,3850.00,0.00,False,
555,223,00030,True,150.000000000,0,64.0000,0.00,0.00,0.00,0.00,9600.00,0.00,False,
550,223,00231,True,5.000000000,0,1320.0000,0.00,0.00,0.00,0.00,6600.00,0.00,False,
551,223,00248,True,25.000000000,0,92.0000,0.00,0.00,0.00,0.00,2300.00,0.00,False,
554,223,00262,True,150.000000000,0,53.0000,0.00,0.00,0.00,0.00,7950.00,0.00,False,
556,224,00122,True,48.000000000,0,2000.0000,0.00,0.00,0.00,0.00,96000.00,0.00,False,
557,224,00260,True,8.000000000,0,17600.0000,0.00,0.00,0.00,0.00,140800.00,0.00,False,
558,225,00396,True,20.000000000,0,5000.0000,0.00,0.00,0.00,0.00,100000.00,0.00,False,
559,226,00393,True,40.000000000,0,3200.0000,0.00,0.00,0.00,0.00,128000.00,0.00,False,
560,227,00363,True,1.000000000,0,16000.0000,0.00,0.00,0.00,0.00,16000.00,0.00,False,
561,228,00397,True,80.000000000,0,4800.0000,0.00,0.00,0.00,0.00,384000.00,0.00,False,
562,229,00357,True,10.000000000,0,12000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
563,230,00363,True,4.000000000,0,14500.0000,0.00,0.00,0.00,0.00,58000.00,0.00,False,
564,231,00137,True,40.000000000,0,6000.0000,0.00,0.00,0.00,0.00,240000.00,0.00,False,
565,232,00019,True,20.000000000,1,2200.0000,0.00,0.00,0.00,0.00,44000.00,0.00,False,
567,233,00019,True,100.000000000,0,1848.0000,0.00,0.00,0.00,0.00,184800.00,0.00,False,
568,233,00040,True,30.000000000,0,13200.0000,0.00,0.00,0.00,0.00,396000.00,0.00,False,
566,233,00220,True,100.000000000,0,1540.0000,0.00,0.00,0.00,0.00,154000.00,0.00,False,
570,234,00010,True,500.000000000,0,77.0000,0.00,0.00,0.00,0.00,38500.00,0.00,False,
569,234,00032,True,120.000000000,0,742.0000,0.00,0.00,0.00,0.00,89040.00,0.00,False,
571,234,00363,True,5.000000000,0,16000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
572,235,00261,True,20.000000000,0,4500.0000,0.00,0.00,0.00,0.00,90000.00,0.00,False,
574,236,00399,True,24.000000000,0,1560.0000,0.00,0.00,0.00,0.00,37440.00,0.00,False,
575,236,00400,True,24.000000000,0,1200.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
576,236,00401,True,24.000000000,0,1675.0000,0.00,0.00,0.00,0.00,40200.00,0.00,False,
577,236,00402,True,24.000000000,0,980.0000,0.00,0.00,0.00,0.00,23520.00,0.00,False,
578,236,00403,True,24.000000000,0,1800.0000,0.00,0.00,0.00,0.00,43200.00,0.00,False,
579,236,00404,True,24.000000000,0,800.0000,0.00,0.00,0.00,0.00,19200.00,0.00,False,
580,237,00357,True,4.000000000,0,12000.0000,0.00,0.00,0.00,0.00,48000.00,0.00,False,
581,238,00380,True,60.000000000,0,5000.0000,0.00,0.00,0.00,0.00,300000.00,0.00,False,
583,239,00022,True,7.000000000,0,1900.0000,0.00,0.00,0.00,0.00,13300.00,0.00,False,
584,239,00212,True,2.000000000,0,4500.0000,0.00,0.00,0.00,0.00,9000.00,0.00,False,
582,239,00220,True,2.000000000,0,1200.0000,0.00,0.00,0.00,0.00,2400.00,0.00,False,
585,239,00231,True,2.000000000,0,1000.0000,0.00,0.00,0.00,0.00,2000.00,0.00,False,
586,240,00052,True,20.000000000,0,3300.0000,0.00,0.00,0.00,0.00,66000.00,0.00,False,
587,240,00178,True,50.000000000,0,400.0000,0.00,0.00,0.00,0.00,20000.00,0.00,False,
588,241,00220,True,10.000000000,0,3000.0000,0.00,0.00,0.00,0.00,30000.00,0.00,False,
592,242,00019,True,50.000000000,0,1320.0000,0.00,0.00,0.00,0.00,66000.00,0.00,False,
590,242,00258,True,2.000000000,0,8250.0000,0.00,0.00,0.00,0.00,16500.00,0.00,False,
589,242,00265,True,500.000000000,0,357.0000,0.00,0.00,0.00,0.00,178500.00,0.00,False,
591,242,00363,True,2.000000000,0,16000.0000,0.00,0.00,0.00,0.00,32000.00,0.00,False,
595,243,00032,True,180.000000000,0,742.0000,0.00,0.00,0.00,0.00,133560.00,0.00,False,
596,243,00049,True,32.000000000,0,3342.0000,0.00,0.00,0.00,0.00,106944.00,0.00,False,
594,243,00199,True,50.000000000,0,13200.0000,0.00,0.00,0.00,0.00,660000.00,0.00,False,
593,243,00258,True,30.000000000,0,8250.0000,0.00,0.00,0.00,0.00,247500.00,0.00,False,
597,244,00363,True,2.000000000,0,16000.0000,0.00,0.00,0.00,0.00,32000.00,0.00,False,
598,245,00220,True,5.000000000,0,2000.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False,
604,246,00008,True,800.000000000,0,77.0000,0.00,0.00,0.00,0.00,61600.00,0.00,False,
601,246,00010,True,800.000000000,0,84.0000,0.00,0.00,0.00,0.00,67200.00,0.00,False,
602,246,00013,True,800.000000000,0,77.0000,0.00,0.00,0.00,0.00,61600.00,0.00,False,
599,246,00201,True,400.000000000,0,173.0000,0.00,0.00,0.00,0.00,69200.00,0.00,False,
606,246,00212,True,8.000000000,0,5472.0000,0.00,0.00,0.00,0.00,43776.00,0.00,False,
605,246,00220,True,15.000000000,0,1680.0000,0.00,0.00,0.00,0.00,25200.00,0.00,False,
603,246,00233,True,800.000000000,0,77.0000,0.00,0.00,0.00,0.00,61600.00,0.00,False,
610,246,00248,True,500.000000000,0,98.0000,0.00,0.00,0.00,0.00,49000.00,0.00,False,
600,246,00257,True,400.000000000,0,173.0000,0.00,0.00,0.00,0.00,69200.00,0.00,False,
608,246,00258,True,10.000000000,0,7000.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False,
609,246,00263,True,1200.000000000,0,66.0000,0.00,0.00,0.00,0.00,79200.00,0.00,False,
607,246,00265,True,250.000000000,0,280.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False,
611,247,00357,True,2.000000000,0,17500.0000,0.00,0.00,0.00,0.00,35000.00,0.00,False,
612,248,00258,True,10.000000000,0,7000.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False,
613,248,00363,True,10.000000000,0,17800.0000,0.00,0.00,0.00,0.00,178000.00,0.00,False,
614,249,00258,True,10.000000000,0,7000.0000,0.00,0.00,0.00,0.00,70000.00,0.00,False,
615,249,00363,True,5.000000000,0,17800.0000,0.00,0.00,0.00,0.00,89000.00,0.00,False,
616,250,00247,True,52.000000000,0,4500.0000,0.00,0.00,0.00,0.00,234000.00,0.00,False,
618,251,00407,True,20.000000000,0,5700.0000,0.00,0.00,0.00,0.00,114000.00,0.00,False,
619,252,00199,True,2.000000000,0,15000.0000,0.00,0.00,0.00,0.00,30000.00,0.00,False,
620,253,00266,True,44.000000000,0,2800.0000,0.00,0.00,0.00,0.00,123200.00,0.00,False,
621,254,00363,True,10.000000000,0,14500.0000,0.00,0.00,0.00,0.00,145000.00,0.00,False,
624,255,00180,True,8.000000000,0,5000.0000,0.00,0.00,0.00,0.00,40000.00,0.00,False,
623,255,00220,True,25.000000000,0,2000.0000,0.00,0.00,0.00,0.00,50000.00,0.00,False,
622,255,00377,True,10.000000000,0,4000.0000,0.00,0.00,0.00,0.00,40000.00,0.00,False,
627,256,00008,True,950.000000000,0,70.0000,0.00,0.00,0.00,0.00,66500.00,0.00,False,
629,256,00010,True,1600.000000000,0,77.0000,0.00,0.00,0.00,0.00,123200.00,0.00,False,
632,256,00013,True,425.000000000,0,70.0000,0.00,0.00,0.00,0.00,29750.00,0.00,False,
628,256,00032,True,360.000000000,0,742.0000,0.00,0.00,0.00,0.00,267120.00,0.00,False,
630,256,00231,True,100.000000000,0,1320.0000,0.00,0.00,0.00,0.00,132000.00,0.00,False,
631,256,00248,True,425.000000000,0,92.0000,0.00,0.00,0.00,0.00,39100.00,0.00,False,
625,256,00258,True,93.000000000,0,8250.0000,0.00,0.00,0.00,0.00,767250.00,0.00,False,
626,256,00265,True,500.000000000,0,357.0000,0.00,0.00,0.00,0.00,178500.00,0.00,False,
633,257,00052,True,44.000000000,0,3300.0000,0.00,0.00,0.00,0.00,145200.00,0.00,False,
634,257,00170,True,20.000000000,0,2800.0000,0.00,0.00,0.00,0.00,56000.00,0.00,False,
635,257,00180,True,0.000000000,8,1.0000,0.00,0.00,0.00,0.00,0.00,0.00,False,
636,257,00267,True,12.000000000,0,6000.0000,0.00,0.00,0.00,0.00,72000.00,0.00,False,
637,258,00199,True,10.000000000,0,12000.0000,0.00,0.00,0.00,0.00,120000.00,0.00,False,
639,259,00022,True,20.000000000,0,2000.0000,0.00,0.00,0.00,0.00,40000.00,0.00,False,
638,259,00037,True,20.000000000,0,2500.0000,0.00,0.00,0.00,0.00,50000.00,0.00,False,
640,259,00231,True,20.000000000,0,1000.0000,0.00,0.00,0.00,0.00,20000.00,0.00,False,
641,260,00363,True,16.000000000,0,14500.0000,0.00,0.00,0.00,0.00,232000.00,0.00,False,
643,261,00008,True,200.000000000,0,70.0000,0.00,0.00,0.00,0.00,14000.00,0.00,False,
642,261,00010,True,100.000000000,0,77.0000,0.00,0.00,0.00,0.00,7700.00,0.00,False,
644,261,00013,True,100.000000000,0,70.0000,0.00,0.00,0.00,0.00,7000.00,0.00,False,
645,261,00263,True,150.000000000,0,60.0000,0.00,0.00,0.00,0.00,9000.00,0.00,False,
648,262,00022,True,50.000000000,0,2310.0000,0.00,0.00,0.00,0.00,115500.00,0.00,False,
647,262,00220,True,50.000000000,0,1540.0000,0.00,0.00,0.00,0.00,77000.00,0.00,False,
646,262,00231,True,100.000000000,0,1320.0000,0.00,0.00,0.00,0.00,132000.00,0.00,False,
649,263,00047,True,100.000000000,0,4000.0000,0.00,0.00,0.00,0.00,400000.00,0.00,False,
650,263,00150,True,20.000000000,0,3000.0000,0.00,0.00,0.00,0.00,60000.00,0.00,False,
651,263,00158,True,20.000000000,0,2500.0000,0.00,0.00,0.00,0.00,50000.00,0.00,False,
652,263,00196,True,20.000000000,0,8000.0000,0.00,0.00,0.00,0.00,160000.00,0.00,False,
653,264,00186,True,5.000000000,0,2000.0000,0.00,0.00,0.00,0.00,10000.00,0.00,False,
662,265,00273,True,20.000000000,0,7000.0000,0.00,0.00,0.00,0.00,140000.00,0.00,False,
660,265,00274,True,88.000000000,0,5000.0000,0.00,0.00,0.00,0.00,440000.00,0.00,False,
661,265,00275,True,60.000000000,0,1150.0000,0.00,0.00,0.00,0.00,69000.00,0.00,False,
656,265,00276,True,32.000000000,0,4000.0000,0.00,0.00,0.00,0.00,128000.00,0.00,False,
655,265,00278,True,40.000000000,0,10000.0000,0.00,0.00,0.00,0.00,400000.00,0.00,False,
658,265,00280,True,44.000000000,0,2500.0000,0.00,0.00,0.00,0.00,110000.00,0.00,False,
654,265,00281,True,40.000000000,0,4200.0000,0.00,0.00,0.00,0.00,168000.00,0.00,False,
657,265,00286,True,40.000000000,0,2000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
659,265,00371,True,20.000000000,0,4000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
664,266,00026,True,1600.000000000,0,145.0000,0.00,0.00,0.00,0.00,232000.00,0.00,False,
663,266,00028,True,100.000000000,0,3625.0000,0.00,0.00,0.00,0.00,362500.00,0.00,False,
667,267,00141,True,1000.000000000,0,200.0000,0.00,0.00,0.00,0.00,200000.00,0.00,False,
665,267,00199,True,20.000000000,0,13200.0000,0.00,0.00,0.00,0.00,264000.00,0.00,False,
666,267,00231,True,50.000000000,0,1320.0000,0.00,0.00,0.00,0.00,66000.00,0.00,False,
668,268,00292,True,240.000000000,0,5060.0000,0.00,0.00,0.00,0.00,1214400.00,0.00,False,
669,269,00380,True,40.000000000,0,5000.0000,0.00,0.00,0.00,0.00,200000.00,0.00,False,
670,269,00391,True,60.000000000,0,7600.0000,0.00,0.00,0.00,0.00,456000.00,0.00,False,
671,269,00393,True,60.000000000,0,3200.0000,0.00,0.00,0.00,0.00,192000.00,0.00,False,
672,269,00395,True,120.000000000,0,1320.0000,0.00,0.00,0.00,0.00,158400.00,0.00,False,
673,269,00405,True,120.000000000,0,780.0000,0.00,0.00,0.00,0.00,93600.00,0.00,False,
674,269,00406,True,120.000000000,0,740.0000,0.00,0.00,0.00,0.00,88800.00,0.00,False,
724,269,00408,True,10.000000000,0,10000.0000,0.00,0.00,0.00,0.00,100000.00,0.00,False,
725,269,00409,True,10.000000000,0,8000.0000,0.00,0.00,0.00,0.00,80000.00,0.00,False,
677,270,00049,True,24.000000000,0,4000.0000,0.00,0.00,0.00,0.00,96000.00,0.00,False,
678,271,00138,True,36.000000000,0,4000.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
679,271,00188,True,36.000000000,0,4000.0000,0.00,0.00,0.00,0.00,144000.00,0.00,False,
680,271,00287,True,36.000000000,0,3000.0000,0.00,0.00,0.00,0.00,108000.00,0.00,False,
681,272,00041,True,10.000000000,0,10560.0000,0.00,0.00,0.00,0.00,105600.00,0.00,False,
682,273,00411,True,8.000000000,0,11616.0000,0.00,0.00,0.00,0.00,92928.00,0.00,False,
683,273,00412,True,8.000000000,0,13376.0000,0.00,0.00,0.00,0.00,107008.00,0.00,False,
684,273,00413,True,8.000000000,0,8800.0000,0.00,0.00,0.00,0.00,70400.00,0.00,False,
685,273,00414,True,8.000000000,0,10208.0000,0.00,0.00,0.00,0.00,81664.00,0.00,False,
687,274,00302,True,5.000000000,0,8800.0000,0.00,0.00,0.00,0.00,44000.00,0.00,False,
686,274,00343,True,5.000000000,0,8800.0000,0.00,0.00,0.00,0.00,44000.00,0.00,False,
688,275,00050,True,24.000000000,0,1200.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
689,275,00077,True,12.000000000,0,1300.0000,0.00,0.00,0.00,0.00,15600.00,0.00,False,
690,276,00228,True,28.000000000,0,8200.0000,0.00,0.00,0.00,0.00,229600.00,0.00,False,
691,277,00364,True,12.000000000,0,3325.0000,0.00,0.00,0.00,0.00,39900.00,0.00,False,
692,278,00226,True,60.000000000,0,2816.0000,0.00,0.00,0.00,0.00,168960.00,0.00,False,
693,278,00349,True,44.000000000,0,4400.0000,0.00,0.00,0.00,0.00,193600.00,0.00,False,
694,279,00040,True,50.000000000,0,9000.0000,0.00,0.00,0.00,0.00,450000.00,0.00,False,
695,279,00416,True,5.000000000,0,50000.0000,0.00,0.00,0.00,0.00,250000.00,0.00,False,
699,280,00399,True,24.000000000,0,1560.0000,0.00,0.00,0.00,0.00,37440.00,0.00,False,
700,280,00400,True,24.000000000,0,1200.0000,0.00,0.00,0.00,0.00,28800.00,0.00,False,
698,280,00401,True,24.000000000,0,1675.0000,0.00,0.00,0.00,0.00,40200.00,0.00,False,
701,280,00402,True,24.000000000,0,980.0000,0.00,0.00,0.00,0.00,23520.00,0.00,False,
702,280,00403,True,24.000000000,0,1800.0000,0.00,0.00,0.00,0.00,43200.00,0.00,False,
697,280,00404,True,24.000000000,0,800.0000,0.00,0.00,0.00,0.00,19200.00,0.00,False,
696,280,00415,True,4.000000000,0,8000.0000,0.00,0.00,0.00,0.00,32000.00,0.00,False,
704,281,00055,True,12.000000000,0,1300.0000,0.00,0.00,0.00,0.00,15600.00,0.00,False,
703,281,00063,True,12.000000000,0,450.0000,0.00,0.00,0.00,0.00,5400.00,0.00,False,
705,282,00041,True,5.000000000,0,5000.0000,0.00,0.00,0.00,0.00,25000.00,0.00,False,
710,283,00022,True,2.000000000,0,2500.0000,0.00,0.00,0.00,0.00,5000.00,0.00,False,
711,283,00212,True,2.000000000,0,6600.0000,0.00,0.00,0.00,0.00,13200.00,0.00,False,
709,283,00357,True,2.000000000,0,12000.0000,0.00,0.00,0.00,0.00,24000.00,0.00,False,
712,284,00022,True,2.000000000,0,2500.0000,0.00,0.00,0.00,0.00,5000.00,0.00,False,
713,284,00199,True,2.000000000,0,12000.0000,0.00,0.00,0.00,0.00,24000.00,0.00,False,
715,285,00022,True,1.000000000,0,2500.0000,0.00,0.00,0.00,0.00,2500.00,0.00,False,
714,285,00220,True,2.000000000,0,2000.0000,0.00,0.00,0.00,0.00,4000.00,0.00,False,
716,285,00363,True,1.000000000,0,15400.0000,0.00,0.00,0.00,0.00,15400.00,0.00,False,
718,286,00022,True,1.000000000,0,2500.0000,0.00,0.00,0.00,0.00,2500.00,0.00,False,
717,286,00212,True,3.000000000,0,6600.0000,0.00,0.00,0.00,0.00,19800.00,0.00,False,
719,286,00231,True,1.000000000,0,1500.0000,0.00,0.00,0.00,0.00,1500.00,0.00,False,
721,287,00022,True,3.000000000,0,2500.0000,0.00,0.00,0.00,0.00,7500.00,0.00,False,
720,287,00199,True,1.000000000,0,12000.0000,0.00,0.00,0.00,0.00,12000.00,0.00,False,
722,287,00231,True,6.000000000,0,1500.0000,0.00,0.00,0.00,0.00,9000.00,0.00,False,
728,288,00129,True,44.000000000,0,11616.0000,0.00,0.00,0.00,0.00,511104.00,0.00,False,
729,288,00144,True,44.000000000,0,6600.0000,0.00,0.00,0.00,0.00,290400.00,0.00,False,
730,288,00147,True,28.000000000,0,14080.0000,0.00,0.00,0.00,0.00,394240.00,0.00,False,
726,288,00183,True,40.000000000,0,5456.0000,0.00,0.00,0.00,0.00,218240.00,0.00,False,
727,288,00260,True,40.000000000,0,17600.0000,0.00,0.00,0.00,0.00,704000.00,0.00,False,
731,288,00268,True,120.000000000,0,1232.0000,0.00,0.00,0.00,0.00,147840.00,0.00,False,
732,289,00264,True,100.000000000,0,1300.0000,0.00,0.00,0.00,0.00,130000.00,0.00,False,
